,0.00,-81.00,-4272.00
509,0.00,130.00,94.00
517,0.00,126.00,474.00
524,0.00,111.00,1044.00
531,0.00,104.00,854.00
539,0.00,105.00,284.00
546,0.00,90.00,759.00
553,0.00,91.00,-94.00
561,0.00,76.00,949.00
568,0.00,69.00,474.00
575,0.00,73.00,-949.00
583,0.00,66.00,854.00
590,0.00,56.00,284.00
597,0.00,50.00,284.00
605,0.00,42.00,569.00
612,0.00,34.00,474.00
619,0.00,29.00,94.00
627,0.00,11.00,1708.00
634,0.00,7.00,569.00
641,0.00,3.00,0.00
649,0.00,-3.00,474.00
656,0.00,-7.00,189.00
663,0.00,-17.00,1044.00
671,0.00,-27.00,379.00
678,0.00,-21.00,-664.00
685,0.00,-30.00,759.00
693,0.00,-43.00,1234.00
700,0.00,-54.00,284.00
707,0.00,-56.00,-474.00
715,0.00,-59.00,474.00
722,0.00,-56.00,-189.00
729,0.00,-76.00,1329.00
737,0.00,-75.00,94.00
744,0.00,-80.00,0.00
751,0.00,-81.00,-189.00
759,0.00,-91.00,949.00
766,0.00,-99.00,94.00
773,0.00,-109.00,759.00
781,0.00,-109.00,-94.00
788,0.00,-106.00,-284.00
795,0.00,-123.00,1424.00
803,0.00,-124.00,-94.00
810,0.00,-131.00,-94.00
817,0.00,-130.00,0.00
825,0.00,-135.00,0.00
832,0.00,-145.00,664.00
839,0.00,-137.00,-759.00
847,0.00,-139.00,284.00
854,0.00,-143.00,474.00
861,0.00,-141.00,-189.00
869,0.00,-153.00,759.00
876,0.00,-148.00,0.00
883,0.00,-151.00,189.00
891,0.00,-151.00,-189.00
898,0.00,-147.00,-759.00
905,0.00,-149.00,-94.00
912,0.00,-157.00,854.00
920,0.00,-159.00,189.00
927,0.00,-154.00,-1234.00
934,0.00,-152.00,569.00
942,0.00,-155.00,94.00
949,0.00,-147.00,-854.00
956,0.00,-155.00,1234.00
964,0.00,-153.00,-474.00
971,0.00,-150.00,-379.00
978,0.00,-141.00,-759.00
986,0.00,-144.00,-284.00
993,0.00,-141.00,-474.00
1000,0.00,-147.00,759.00
1008,0.00,-141.00,-474.00
1015,0.00,-130.00,-1139.00
1022,0.00,-123.00,-569.00
1030,0.00,-131.00,569.00
1037,0.00,-122.00,-1234.00
1044,0.00,-124.00,189.00
1052,0.00,-119.00,-854.00
1059,0.00,-106.00,-1329.00
1066,0.00,-102.00,-474.00
1074,0.00,-105.00,94.00
1081,0.00,-102.00,94.00
1088,0.00,-94.00,-854.00
1096,0.00,-95.00,189.00
1103,0.00,-82.00,-2088.00
1110,0.00,-76.00,-949.00
1118,0.00,-67.00,-379.00
1125,0.00,-68.00,379.00
1132,0.00,-66.00,-664.00
1140,0.00,-58.00,-569.00
1172,0.00,-50.00,-1044.00
1179,0.00,-47.00,189.00
1187,0.00,-38.00,-854.00
1194,0.00,-41.00,284.00
1201,0.00,-43.00,474.00
1209,0.00,-40.00,-759.00
1216,0.00,-35.00,189.00
1223,0.00,-15.00,-1519.00
1231,0.00,-19.00,284.00
1238,0.00,-11.00,-949.00
1245,0.00,-8.00,-474.00
1253,0.00,-6.00,-189.00
1260,0.00,-2.00,94.00
1267,0.00,3.00,-189.00
1275,0.00,10.00,-664.00
1282,0.00,14.00,-569.00
1289,0.00,18.00,-474.00
1297,0.00,31.00,-1803.00
1304,0.00,28.00,284.00
1311,0.00,39.00,-1044.00
1319,0.00,45.00,-759.00
1326,0.00,44.00,0.00
1333,0.00,52.00,-759.00
1341,0.00,58.00,-284.00
1348,0.00,59.00,-94.00
1355,0.00,67.00,-854.00
1363,0.00,73.00,-759.00
1370,0.00,69.00,569.00
1377,0.00,77.00,-474.00
1385,0.00,81.00,-379.00
1392,0.00,80.00,-569.00
1399,0.00,87.00,-1519.00
