,0.00,-123.00,-189.00
1,0.00,-88.00,-3702.00
4,0.00,-77.00,-854.00
11,0.00,-67.00,189.00
18,0.00,-65.00,-379.00
25,0.00,-33.00,-2278.00
33,0.00,-22.00,-854.00
40,0.00,-33.00,759.00
47,0.00,-45.00,1139.00
55,0.00,-33.00,-1519.00
62,0.00,-11.00,-2088.00
69,0.00,-6.00,-284.00
77,0.00,-6.00,189.00
84,0.00,-15.00,1139.00
91,0.00,0.00,-1614.00
99,0.00,21.00,-1519.00
106,0.00,21.00,284.00
113,0.00,17.00,284.00
121,0.00,17.00,94.00
128,0.00,37.00,-1898.00
135,0.00,36.00,569.00
143,0.00,34.00,-189.00
150,0.00,42.00,-474.00
157,0.00,47.00,-854.00
165,0.00,68.00,-1614.00
172,0.00,69.00,-189.00
179,0.00,66.00,189.00
187,0.00,72.00,-189.00
194,0.00,84.00,-1329.00
201,0.00,90.00,-284.00
209,0.00,86.00,664.00
216,0.00,81.00,94.00
223,0.00,87.00,-569.00
231,0.00,94.00,-854.00
238,0.00,107.00,-854.00
245,0.00,103.00,854.00
253,0.00,102.00,0.00
260,0.00,103.00,379.00
267,0.00,109.00,-284.00
275,0.00,117.00,-284.00
282,0.00,109.00,1044.00
289,0.00,114.00,-379.00
297,0.00,128.00,-1044.00
304,0.00,124.00,284.00
311,0.00,119.00,379.00
319,0.00,128.00,-664.00
326,0.00,119.00,1139.00
333,0.00,128.00,-854.00
341,0.00,127.00,284.00
348,0.00,130.00,-189.00
355,0.00,128.00,0.00
363,0.00,126.00,284.00
370,0.00,125.00,94.00
377,0.00,128.00,759.00
385,0.00,128.00,-379.00
392,0.00,125.00,284.00
399,0.00,123.00,474.00
407,0.00,122.00,-284.00
414,0.00,128.00,-474.00
421,0.00,131.00,284.00
429,0.00,123.00,284.00
436,0.00,125.00,0.00
443,0.00,128.00,-189.00
451,0.00,122.00,379.00
458,0.00,118.00,664.00
465,0.00,111.00,664.00
473,0.00,118.00,-759.00
480,0.00,108.00,1234.00
487,0.00,106.00,379.00
495,0.00,104.00,284.00
502,0.00,105.00,-379.00
509,0.00,105.00,0.00
517,0.00,96.00,949.00
524,0.00,92.00,379.00
531,0.00,90.00,-94.00
539,0.00,85.00,379.00
546,0.00,80.00,664.00
553,0.00,70.00,569.00
561,0.00,78.00,-379.00
568,0.00,65.00,759.00
575,0.00,63.00,189.00
583,0.00,50.00,759.00
590,0.00,44.00,189.00
597,0.00,46.00,284.00
605,0.00,46.00,-94.00
612,0.00,39.00,759.00
619,0.00,36.00,0.00
627,0.00,28.00,664.00
634,0.00,23.00,284.00
641,0.00,14.00,949.00
649,0.00,13.00,379.00
656,0.00,5.00,664.00
663,0.00,4.00,569.00
671,0.00,-4.00,569.00
678,0.00,-2.00,-379.00
685,0.00,-13.00,569.00
693,0.00,-16.00,379.00
700,0.00,-18.00,474.00
707,0.00,-19.00,284.00
715,0.00,-23.00,189.00
722,0.00,-23.00,94.00
729,0.00,-41.00,1614.00
