,0.00,-47.00,-2658.00
2,0.00,-27.00,-1329.00
5,0.00,-10.00,-1803.00
13,0.00,0.00,-664.00
20,0.00,44.00,-4082.00
27,0.00,84.00,-3702.00
35,0.00,81.00,1519.00
42,0.00,75.00,759.00
49,0.00,75.00,-664.00
57,0.00,106.00,-2373.00
64,0.00,120.00,-759.00
71,0.00,140.00,-1614.00
79,0.00,126.00,1044.00
86,0.00,134.00,-1044.00
93,0.00,170.00,-2943.00
101,0.00,195.00,-1614.00
108,0.00,185.00,1044.00
115,0.00,179.00,474.00
123,0.00,197.00,-1329.00
130,0.00,226.00,-2278.00
137,0.00,235.00,-569.00
145,0.00,227.00,854.00
152,0.00,231.00,-284.00
159,0.00,257.00,-2278.00
167,0.00,275.00,-1519.00
174,0.00,273.00,0.00
181,0.00,268.00,379.00
189,0.00,275.00,-569.00
196,0.00,298.00,-2278.00
203,0.00,310.00,-1044.00
211,0.00,306.00,759.00
218,0.00,302.00,189.00
225,0.00,302.00,-949.00
233,0.00,319.00,-1614.00
240,0.00,334.00,-664.00
247,0.00,328.00,854.00
255,0.00,311.00,1329.00
262,0.00,327.00,-1234.00
269,0.00,332.00,-569.00
277,0.00,340.00,-569.00
284,0.00,333.00,664.00
291,0.00,326.00,-94.00
299,0.00,329.00,0.00
306,0.00,333.00,-284.00
313,0.00,334.00,-94.00
321,0.00,323.00,1044.00
328,0.00,322.00,0.00
335,0.00,328.00,-569.00
343,0.00,323.00,379.00
350,0.00,317.00,569.00
357,0.00,313.00,379.00
365,0.00,304.00,664.00
372,0.00,304.00,-379.00
379,0.00,305.00,189.00
387,0.00,296.00,569.00
394,0.00,275.00,1519.00
401,0.00,269.00,664.00
409,0.00,271.00,-94.00
416,0.00,263.00,854.00
423,0.00,253.00,949.00
431,0.00,240.00,949.00
438,0.00,242.00,-94.00
445,0.00,226.00,1424.00
453,0.00,217.00,949.00
460,0.00,203.00,1424.00
467,0.00,200.00,0.00
475,0.00,193.00,854.00
482,0.00,181.00,949.00
489,0.00,164.00,1329.00
497,0.00,146.00,1044.00
504,0.00,151.00,-379.00
511,0.00,140.00,949.00
519,0.00,123.00,1519.00
526,0.00,113.00,949.00
533,0.00,91.00,1803.00
541,0.00,87.00,0.00
548,0.00,81.00,664.00
555,0.00,59.00,1898.00
563,0.00,50.00,854.00
570,0.00,42.00,569.00
577,0.00,19.00,1139.00
585,0.00,5.00,1139.00
592,0.00,-11.00,1519.00
599,0.00,-16.00,379.00
607,0.00,-30.00,1234.00
614,0.00,-35.00,94.00
621,0.00,-54.00,1708.00
629,0.00,-69.00,1139.00
636,0.00,-81.00,949.00
643,0.00,-80.00,-189.00
651,0.00,-88.00,664.00
658,0.00,-114.00,2278.00
665,0.00,-129.00,1044.00
673,0.00,-143.00,1329.00
680,0.00,-143.00,0.00
687,0.00,-148.00,854.00
695,0.00,-165.00,1234.00
702,0.00,-182.00,1329.00
709,0.00,-189.00,379.00
717,0.00,-194.00,189.00
724,0.00,-205.00,949.00
731,0.00,-218.00,1044.00
739,0.00,-226.00,284.00
746,0.00,-235.00,569.00
753,0.00,-240.00,379.00
761,0.00,-251.00,664.00
768,0.00,-258.00,1044.00
775,0.00,-259.00,189.00
783,0.00,-264.00,94.00
790,0.00,-267.00,379.00
797,0.00,-276.00,569.00
805,0.00,-281.00,664.00
812,0.00,-291.00,284.00
819,0.00,-292.00,474.00
827,0.00,-288.00,-949.00
834,0.00,-298.00,854.00
841,0.00,-305.00,569.00
849,0.00,-310.00,474.00
856,0.00,-317.00,474.00
863,0.00,-305.00,-1329.00
871,0.00,-307.00,189.00
878,0.00,-310.00,474.00
885,0.00,-312.00,284.00
893,0.00,-306.00,-569.00
900,0.00,-309.00,94.00
907,0.00,-298.00,-664.00
915,0.00,-294.00,-759.00
922,0.00,-299.00,474.00
929,0.00,-294.00,-379.00
936,0.00,-297.00,-94.00
944,0.00,-287.00,-854.00
951,0.00,-279.00,-474.00
958,0.00,-273.00,-569.00
966,0.00,-276.00,0.00
973,0.00,-267.00,-284.00
980,0.00,-260.00,-569.00
988,0.00,-252.00,-759.00
995,0.00,-251.00,94.00
1002,0.00,-238.00,-1614.00
1010,0.00,-230.00,-759.00
1017,0.00,-230.00,-189.00
1024,0.00,-219.00,-569.00
1032,0.00,-209.00,-1139.00
1039,0.00,-202.00,-759.00
1046,0.00,-188.00,-1044.00
1054,0.00,-177.00,-1044.00
1061,0.00,-170.00,-474.00
1068,0.00,-161.00,-854.00
1076,0.00,-147.00,-1329.00
1083,0.00,-130.00,-1139.00
1090,0.00,-123.00,-474.00
1098,0.00,-109.00,-1234.00
1105,0.00,-103.00,-1044.00
1112,0.00,-94.00,-569.00
1120,0.00,-80.00,-1329.00
1127,0.00,-69.00,-1234.00
1134,0.00,-59.00,-854.00
1142,0.00,-57.00,-94.00
1174,0.00,-41.00,-1424.00
1181,0.00,-31.00,-189.00
1189,0.00,-25.00,-854.00
1196,0.00,-15.00,-569.00
1203,0.00,-3.00,-949.00
1211,0.00,7.00,-1044.00
1218,0.00,19.00,-759.00
1225,0.00,34.00,-854.00
1233,0.00,36.00,-189.00
1240,0.00,49.00,-1139.00
1247,0.00,62.00,-1044.00
1255,0.00,71.00,-854.00
1262,0.00,80.00,-664.00
1269,0.00,84.00,-569.00
1277,0.00,98.00,-1044.00
1284,0.00,105.00,-664.00
1291,0.00,117.00,-1139.00
1299,0.00,125.00,-569.00
1306,0.00,128.00,-189.00
1313,0.00,138.00,-759.00
1321,0.00,150.00,-759.00
1328,0.00,155.00,-474.00
1335,0.00,163.00,-569.00
1343,0.00,164.00,-94.00
1350,0.00,172.00,-474.00
1357,0.00,178.00,-569.00
1365,0.00,189.00,-949.00
1372,0.00,190.00,-664.00
1379,0.00,201.00,-854.00
1387,0.00,210.00,-664.00
1394,0.00,212.00,-284.00
1400,0.00,216.00,-379.00
