,0.00,-311.00,-2563.00
2,0.00,-285.00,-1898.00
5,0.00,-273.00,-949.00
12,0.00,-262.00,-854.00
19,0.00,-229.00,-2753.00
27,0.00,-190.00,-3512.00
34,0.00,-186.00,284.00
41,0.00,-196.00,1234.00
49,0.00,-199.00,284.00
56,0.00,-158.00,-2943.00
63,0.00,-133.00,-2278.00
71,0.00,-120.00,-759.00
78,0.00,-129.00,949.00
85,0.00,-115.00,-1708.00
93,0.00,-76.00,-3133.00
100,0.00,-59.00,-1139.00
107,0.00,-60.00,-94.00
115,0.00,-66.00,569.00
122,0.00,-43.00,-2183.00
129,0.00,-13.00,-2468.00
137,0.00,-1.00,-759.00
144,0.00,-6.00,664.00
151,0.00,-3.00,-569.00
159,0.00,38.00,-3512.00
166,0.00,68.00,-1993.00
173,0.00,59.00,1044.00
181,0.00,61.00,-474.00
188,0.00,83.00,-1898.00
195,0.00,113.00,-2563.00
203,0.00,131.00,-1329.00
210,0.00,127.00,759.00
217,0.00,116.00,1044.00
225,0.00,144.00,-2563.00
232,0.00,171.00,-2088.00
239,0.00,179.00,0.00
247,0.00,181.00,-379.00
254,0.00,184.00,-474.00
261,0.00,202.00,-1234.00
269,0.00,225.00,-1234.00
276,0.00,232.00,-664.00
283,0.00,235.00,-284.00
291,0.00,244.00,-1044.00
298,0.00,260.00,-759.00
305,0.00,275.00,-1234.00
313,0.00,271.00,569.00
320,0.00,271.00,-94.00
327,0.00,281.00,-1519.00
335,0.00,308.00,-2183.00
342,0.00,309.00,0.00
349,0.00,312.00,-189.00
357,0.00,310.00,189.00
364,0.00,322.00,-1044.00
371,0.00,338.00,-1234.00
379,0.00,334.00,284.00
386,0.00,340.00,-474.00
393,0.00,326.00,1234.00
401,0.00,338.00,-1329.00
408,0.00,333.00,664.00
415,0.00,335.00,0.00
423,0.00,343.00,-569.00
430,0.00,334.00,759.00
437,0.00,345.00,-664.00
445,0.00,345.00,-189.00
452,0.00,347.00,-94.00
459,0.00,336.00,664.00
467,0.00,339.00,-94.00
474,0.00,334.00,94.00
481,0.00,339.00,-569.00
489,0.00,330.00,759.00
496,0.00,320.00,664.00
503,0.00,322.00,-189.00
511,0.00,321.00,189.00
518,0.00,310.00,1044.00
525,0.00,305.00,189.00
533,0.00,295.00,1234.00
540,0.00,288.00,569.00
547,0.00,286.00,474.00
555,0.00,267.00,1329.00
562,0.00,259.00,664.00
569,0.00,255.00,569.00
577,0.00,246.00,854.00
584,0.00,230.00,1234.00
591,0.00,218.00,569.00
599,0.00,216.00,569.00
606,0.00,202.00,949.00
613,0.00,200.00,474.00
621,0.00,187.00,1329.00
628,0.00,170.00,1424.00
635,0.00,162.00,569.00
643,0.00,160.00,-189.00
650,0.00,143.00,1614.00
657,0.00,134.00,1139.00
665,0.00,111.00,1898.00
672,0.00,100.00,949.00
